index,name,name2,pos,team,sum,wins,goalAgainstAverage,savePercentage,timeOnIce,ot,shutouts,ties,losses,saves,powerPlaySaves,shortHandedSaves,evenSaves,shortHandedShots,evenShots,powerPlayShots,games,gamesStarted,shotsAgainst,goalsAgainst,timeOnIcePerGame,powerPlaySavePercentage,shortHandedSavePercentage,evenStrengthSavePercentage
8473541,Jonathan Bernier,"Bernier, Jonathan",G,NJD,-0.14221477671293353,-0.6591433067271832,0.19718316046784387,0.3197453695464058,510:06,1,0,0,4,238,36,10,192,11,209,44,10,8,264,26,51:00,81.81818181818183,90.9090909090909,91.86602870813397
8477970,Vitek Vanecek,"Vanecek, Vitek",G,NJD,0.9356838024162124,0.7214623102722987,-0.12830257127519115,0.3425240634191049,2317:23,6,4,0,12,1014,128,37,849,40,929,148,42,39,1117,103,55:10,86.48648648648648,92.5,91.3885898815931
8478406,Mackenzie Blackwood,"Blackwood, Mackenzie",G,NJD,0.5255195553134966,-0.22770405141484515,0.47144272696976774,0.281780879758574,1399:03,4,2,0,10,652,63,13,576,17,643,71,25,24,731,79,55:57,88.73239436619718,76.47058823529412,89.5800933125972
8481033,Akira Schmid,"Schmid, Akira",G,NJD,0.7247616399296286,-1.0042947109770537,1.671265960896316,0.05779039001036626,235:59,0,0,0,4,95,4,3,88,5,104,5,6,4,114,19,39:19,80.0,60.0,84.61538461538461
8482076,Nico Daws,"Daws, Nico",G,NJD,0.38807984869942186,-0.14141620035237754,0.2439187203144422,0.2855773287373572,1271:32,1,0,0,11,551,51,13,487,15,536,66,25,23,617,66,50:51,77.27272727272727,86.66666666666667,90.85820895522389
8473575,Semyon Varlamov,"Varlamov, Semyon",G,NYI,0.28851718417822764,-0.14141620035237754,0.07601997417515068,0.3539134103554545,1792:17,2,2,0,17,891,108,24,759,26,833,119,31,29,978,87,57:48,90.75630252100841,92.3076923076923,91.11644657863145
8478009,Ilya Sorokin,"Sorokin, Ilya",G,NYI,1.2978277177400377,1.2391894166471045,-0.3484253949654859,0.407063696058419,3072:17,8,7,0,18,1520,174,35,1311,40,1407,196,52,52,1643,123,59:04,88.77551020408163,87.5,93.17697228144989
8478965,Kenneth Appleby,"Appleby, Kenneth",G,NYI,-6.454942681584429,-1.0042947109770537,-2.3459963612913532,-3.1046516093160217,00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
8470860,Jaroslav Halak,"Halak, Jaroslav",G,NYR,-0.23895799295574688,-0.6591433067271832,0.09664349524624738,0.323541818525189,796:39,2,0,0,7,361,43,6,312,6,340,54,17,14,400,39,46:51,79.62962962962963,100.0,91.76470588235294
8475839,Louis Domingue,"Domingue, Louis",G,NYR,-1.073701594785147,-0.9180068599145861,-0.6652625533561254,0.5095678184855645,118:45,0,0,0,1,79,15,1,63,1,66,16,2,2,83,4,59:22,93.75,100.0,95.45454545454545
8478048,Igor Shesterkin,"Shesterkin, Igor",G,NYR,1.9235795580590453,2.1020679272717806,-0.6235165550589861,0.4450281858462508,3070:32,4,6,0,13,1516,235,38,1243,38,1331,253,53,52,1622,106,57:56,92.88537549407114,100.0,93.38842975206612
8477234,Troy Grosenick,"Grosenick, Troy",G,PHI,-6.454942681584429,-1.0042947109770537,-2.3459963612913532,-3.1046516093160217,00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
8478433,Felix Sandstrom,"Sandstrom, Felix",G,PHI,-0.3144594475363293,-1.0042947109770537,0.33971830206405307,0.3501169613766713,297:15,1,0,0,4,161,36,5,120,6,131,40,5,5,177,16,59:27,90.0,83.33333333333334,91.6030534351145
8479394,Carter Hart,"Hart, Carter",G,PHI,0.7285919515066424,0.11744735283502535,0.2800098821888616,0.3311347164827554,2603:04,7,1,0,24,1304,166,33,1105,38,1206,197,45,44,1441,137,57:50,84.26395939086294,86.8421052631579,91.62520729684908
8474682,Dustin Tokarski,"Tokarski, Dustin",G,PIT,0.5375102465692194,-0.14141620035237754,0.3705704243115407,0.3083560226100563,1671:26,5,1,0,12,809,95,27,687,29,758,113,29,28,900,91,57:38,84.070796460177,93.10344827586206,90.63324538258574
8477465,Tristan Jarry,"Jarry, Tristan",G,PIT,1.9839795288183928,1.9294922251468454,-0.3297976985141725,0.3842850021857199,3415:11,6,4,0,18,1573,171,56,1346,61,1461,189,58,56,1711,138,58:52,90.47619047619048,91.80327868852459,92.12867898699521
8479193,Casey DeSmith,"DeSmith, Casey",G,PIT,0.2863199918287094,-0.0551283492899099,-0.023854416173184703,0.365302757291804,1418:09,5,3,0,6,703,86,24,593,26,643,100,26,24,769,66,54:32,86.0,92.3076923076923,92.2239502332815
8476234,Keith Kinkaid,"Kinkaid, Keith",G,BOS,-1.1557878522067246,-0.9180068599145861,-0.6828091781383893,0.4450281858462508,60:00,0,0,0,0,29,3,0,26,1,27,3,1,1,31,2,60:00,100.0,0.0,96.29629629629629
8476999,Linus Ullmark,"Ullmark, Linus",G,BOS,1.303879925220822,1.2391894166471045,-0.3120015956544359,0.3766921042281536,2330:26,2,1,0,10,1045,172,44,829,45,901,194,41,39,1140,95,56:50,88.65979381443299,97.77777777777777,92.00887902330743
8480280,Jeremy Swayman,"Swayman, Jeremy",G,BOS,1.0036064964411588,0.9803258634597015,-0.34202212431034673,0.365302757291804,2390:14,3,3,0,14,1015,143,43,829,47,897,167,41,39,1111,96,58:17,85.62874251497006,91.48936170212765,92.41917502787068
8480356,Kyle Keyser,"Keyser, Kyle",G,BOS,-6.454942681584429,-1.0042947109770537,-2.3459963612913532,-3.1046516093160217,00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
8476876,Malcolm Subban,"Subban, Malcolm",G,BUF,0.8819995611519827,-1.0042947109770537,1.6842388209249093,0.20205545120412718,210:28,1,0,0,2,115,11,4,100,5,113,14,4,3,132,17,52:37,78.57142857142857,80.0,88.49557522123894
8467950,Craig Anderson,"Anderson, Craig",G,BUF,1.0093595860307691,0.46259875708489584,0.24599770429338336,0.30076312465248994,1867:15,2,0,0,12,848,108,27,713,29,795,121,31,31,945,97,60:14,89.25619834710744,93.10344827586206,89.68553459119497
